"typestatus","reps"
"paratopotype of cnemidophorus murinus ruthveni",6
"paratopotype of eleutherodactylus boulengeri",6
"paratopotype of gastrotheca mertensi",6
"paratopotype of lepidophyma micropholis",6
"paratopotype of leposoma southi",6
"paratopotype of pipa parva",6
"paratopotype of ranodon olympicus",6
"paratopotype of thryomanes bewicki niceae sutton",6
"paratopotype of tomodactylus rufescens",6
"paratype (carneocephala fulgida)",6
"paratype (part)",6
"paratype adelomyrmex nortenyo",6
"paratype agapetus marlo milne",6
"paratype agapetus vireo ross",6
"paratype allocapnia sequatchie kondratieff &amp; kirchner",6
"paratype allocapnia virginiana frison",6
"paratype amphinemura delosa (ricker)",6
"paratype andrena grundeli clarkiae linsley &amp; macswain",6
"paratype andrena labergei ribble",6
"paratype andrena lamelliterga ribble",6
"paratype andrena leumystax thorp &amp; laberge",6
"paratype andrena levipes laberge",6
"paratype andrena principalis laberge",6
"paratype andrena prolixa, laberge",6
"paratype andrena viciniformis robertson",6
"paratype andrena viridissima ribble",6
"paratype andrena, ziziae, robt.",6
"paratype andrenag. maculatarobertson",6
"paratype arge tavida d. r. smith",6
"paratype atalophlebia sepia thew",6
"paratype atopsyche calopta ross &amp; king",6
"paratype azteca oecocordia",6
"paratype bryophilia",6
"paratype callirhytis hopkinsi  weld",6
"paratype capnia umpqua frison",6
"paratype cernotina calcea ross",6
"paratype ceuthophilus elegans hubbell",6
"paratype cheumatopsyche enigma",6
"paratype cheumatopsyche enonis ross",6
"paratype clinocentrus niger ashm.",6
"paratype crematogaster colei",6
"paratype diplolepis terrigena weld",6
"paratype diplolepis variabilis var. sculpta",6
"paratype diplolepis xerophila",6
"paratype diplotaxis robertmarki",6
"paratype dipseudopsis pauliani ross &amp; kingsolver",6
"paratype dolerus simlils sub sp. nordanus h.h. ross",6
"paratype eurhopalothrix sepultura longino 2013",6
"paratype flavomicrops",6
"paratype flavosensitiva",6
"paratype foliocrypta",6
"paratype glyphopsyche ullus milne",6
"paratype halictus cressonii robetson",6
"paratype halictus tegularis robertson",6
"paratype helicopsyche incisa ross",6
"paratype hydrobiosella longispina espeland &amp; johanson 2007",6
"paratype hydroptila artesa mathis &amp; bowles",6
"paratype hydroptila broweri blickle",6
"paratype hydroptila xella ross",6
"paratype isogenus tostonus ricker",6
"paratype isoperla namata frison",6
"paratype limnephilus arizona ross",6
"paratype limnephilus frijole ross",6
"paratype limnephilus lopho ross",6
"paratype myrsidea cruickshanki",6
"paratype myrsidea patersoni",6
"paratype neodiprion merkeli ross",6
"paratype neophylax oligius ross",6
"paratype neuroterus verrucarum opacus kinsey",6
"paratype of <a href=""http://arctos.database.museum/name/amphilius pedunculus"">amphilius pedunculus</a>, page 71 in <a href=""http://arctos.database.museum/publication/10007185"">thomson et al. zootaxa  3986 (1) </a>",6
"paratype of <a href=""http://arctos.database.museum/name/anolis morazani"">anolis morazani</a>, page 65 in <a href=""http://arctos.database.museum/publication/10004876"">townsend and wilson 2009</a>",6
"paratype of <a href=""http://arctos.database.museum/name/botrychium alaskense"">botrychium alaskense</a>, page 166 in <a href=""http://arctos.database.museum/publication/1000108"">wagner and grant 2002</a>",6
"paratype of <a href=""http://arctos.database.museum/name/bradytriton silus"">bradytriton silus</a>, page 4 in <a href=""http://arctos.database.museum/publication/10000275"">wake 1983</a>",6
"paratype of <a href=""http://arctos.database.museum/name/carpodacus mexicanus altitudinis"">carpodacus mexicanus altitudinis</a> in <a href=""http://arctos.database.museum/publication/10006386"">hardy and webber 1975</a>; voucher of <a href=""http://arctos.database.museum/name/carpodacus mexicanus"">carpodacus mexicanus</a>, page 204 in <a href=""http://arctos.database.museum/publication/10006474"">moore 1937</a>",6
"paratype of <a href=""http://arctos.database.museum/name/emoia schmidti"">emoia schmidti</a>, page 270 in <a href=""http://arctos.database.museum/publication/10002462"">brown 1954</a>",6
"paratype of <a href=""http://arctos.database.museum/name/gerrhonotus panamintinus"">gerrhonotus panamintinus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000019"">stebbins 1958</a>",6
"paratype of <a href=""http://arctos.database.museum/name/moxostoma ariommum"">moxostoma ariommum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",6
"paratype of <a href=""http://arctos.database.museum/name/passerculus sandwichensis"">passerculus sandwichensis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10005375"">phillips and webb 1991</a>",6
"paratype of <a href=""http://arctos.database.museum/name/phrynosoma diminutum"">phrynosoma diminutum</a>, page 39 in <a href=""http://arctos.database.museum/publication/10007340"">montanucci 2015</a>",6
"paratype of <a href=""http://arctos.database.museum/name/stenocercus imitator"">stenocercus imitator</a>, page 39 in <a href=""http://arctos.database.museum/publication/10000346"">cadle 1991</a>",6
"paratype of <a href=""http://arctos.database.museum/name/sternarchorhynchus stewarti"">sternarchorhynchus stewarti</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",6
"paratype of <a href=""http://arctos.database.museum/name/thomomys talpoides macrotis"">thomomys talpoides macrotis</a>, page 1 in <a href=""http://arctos.database.museum/publication/10006657"">miller fw (1930)</a>",6
"paratype of achatinella coniformis",6
"paratype of achatinella lacrina",6
"paratype of aenictus artipus",6
"paratype of aethiomastacembelus robertsi",6
"paratype of afrixalus crotalus",6
"paratype of afrixalus fulvovittatus leptosomus",6
"paratype of afroedura transvaalica loveridgei",6
"paratype of agama persica fieldi",6
"paratype of agriognatha bryantae",6
"paratype of aipysurus foliosquama",6
"paratype of alcadia pallatia",6
"paratype of amblyodipsas katangensis ionidesi",6
"paratype of ameiva auberi obsoleta",6
"paratype of ameiva auberi secta",6
"paratype of ameiva lineolata privigna",6
"paratype of amphiodia craterodmeta",6
"paratype of amphisbaena fuliginosa varia",6
"paratype of amphiura arcystata",6
"paratype of amyda spinifera hartwegi",6
"paratype of anolis baleatus caeruleolatus",6
"paratype of anolis baleatus multistruppus, schwartz, 1974, bull. mus. comp. sool., 146:121",6
"paratype of anolis baleatus samanae",6
"paratype of anolis bimaculatus",6
"paratype of anolis coelistinus pecuarius",6
"paratype of anolis distichus patruelis",6
"paratype of anolis distichus vinosus, 1968, schwartz, bull. mus. comp. zool., 137:293",6
"paratype of anolis koopmani",6
"paratype of anolis lineatopus merope",6
"paratype of anolis marron",6
"paratype of anolis ruthveni",6
"paratype of anolis ustus veraepacis",6
"paratype of anolis wattsi",6
"paratype of aparallactus uluguruensis",6
"paratype of argynnis cydippe virescens",6
"paratype of atelopus chiriquiensis",6
"paratype of aulacophyllum mutabile| paratype of aulacophyllum mutabile",6
"paratype of austrochaperina guttata",6
"paratype of aymarella munda",6
"paratype of blarina brevicauda compacta",6
"paratype of bolitoglossa nympha",6
"paratype of bolitoglossa pacaya",6
"paratype of bufo longinasus dunni",6
"paratype of calisto smintheus",6
"paratype of candelariella borealis m. westberg",6
"paratype of candoia paulsoni mcdowelli",6
"paratype of centromochlus existimatus",6
"paratype of cerion victor",6
"paratype of chaunax suttkusi",6
"paratype of chondropoma necopium",6
"paratype of clavaria luteoalba f. montana, p. 55 in w. c. coker. 1947. further notes on clavarias, with several new species. j. elisha mitchell sci. soc. 63: 43-67.",6
"paratype of clavaria subbotrytis var. intermedia, p. 117 in william chambers coker. 1923. ""the clavarias of the united states and canada"". the university of north carolina press.",6
"paratype of clavellofusus macrospiratus",6
"paratype of coleonyx variegatus bogerti",6
"paratype of columbites parisianus",6
"paratype of columbites spencei",6
"paratype of constrictor constrictor nebulosus",6
"paratype of craseomys aquilus",6
"paratype of crocidura bicolor tephragaster",6
"paratype of cupipes propulsus",6
"paratype of deirochelys reticularia chrysea",6
"paratype of dendrophidion vinitor",6
"paratype of dicrodon barbouri",6
"paratype of docodesmus haitiensis",6
"paratype of dysderina furtiva",6
"paratype of eleutherodactylus calcarulatus",6
"paratype of eleutherodactylus jugans",6
"paratype of eleutherodactylus junori",6
"paratype of eleutherodactylus leoncei",6
"paratype of eleutherodactylus pictissimus apantheatus, schwartz, 1965, stud. fauna curacao carib. islands, 22:102",6
"paratype of eleutherodactylus simoterus",6
"paratype of eleutherodactylus skydmainos",6
"paratype of eleutherodactylus ventrilineatus",6
"paratype of eleutherodactylus weinlandi paralius, schwartz, 1976, bull. florida state mus., 21:16",6
"paratype of enchelycore carychroa",6
"paratype of etmopterus bigelowi",6
"paratype of everes texana",6
"paratype of florenciella lugubris",6
"paratype of formica fossaceps",6
"paratype of fusus brasiliensis",6
"paratype of glauertia russelli",6
"paratype of glyptoperichthys parnaibae",6
"paratype of grammonota calcarata",6
"paratype of gyrinophilus palleucus necturoides",6
"paratype of harmopsides natans",6
"paratype of helicina citrinolabris",6
"paratype of helix troilus",6
"paratype of hemiargus ammon bethune-bakeri",6
"paratype of hemiargus ammon noëli",6
"paratype of hemiergis decresiensis talbingoensis",6
"paratype of hemitrochus darlingtoni",6
"paratype of hippelates flavipes",6
"paratype of hollardia meadi",6
"paratype of hyperolius marmoratus quarrei",6
"paratype of hyperolius marmoratus swynnertoni",6
"paratype of isculitoides wasserbergi",6
"paratype of jalmenus notocrucifer",6
"paratype of jeanneretia parallela arangoi",6
"paratype of jeanneretia parallela depressa",6
"paratype of leiocephalus archarus mounax",6
"paratype of leiocephalus carinatus hodsdoni",6
"paratype of leiocephalus personatus agraulus, schwartz, 1967, tulane stud. zool., 14:21",6
"paratype of lepidophanes indicus",6
"paratype of leptogenys fasika",6
"paratype of leptogenys manongarivo",6
"paratype of leptotyphlops tenella, klauber, 1939, trans. san diego soc. nat. hist., 9:59",6
"paratype of letheobia toritensis",6
"paratype of liguus fasciatus achatinus",6
"paratype of liguus fasciatus archeri",6
"paratype of liguus fasciatus helianthus",6
"paratype of liolaemus nigromaculatus kuhlmanni",6
"paratype of littoridina chimbaensis",6
"paratype of lycaeides argyrognomon sublivens",6
"paratype of mabuya vezo",6
"paratype of malthopsis gnoma",6
"paratype of martesia nairi",6
"paratype of mephitis mephitica scrutator",6
"paratype of meristoschisma fayi",6
"paratype of miagrammopes unipus",6
"paratype of micronycteris matses",6
"paratype of mixtecus ward",6
"paratype of myrmica wheelerorum",6
"paratype of neogovea",6
"paratype of nesomyrmex inhaca",6
"paratype of oabius tiganus",6
"paratype of oonops persitus",6
"paratype of ophiomusium microporum",6
"paratype of ophiozonella granulifera",6
"paratype of orthoporus cobanus",6
"paratype of paleuthygramma acuta",6
"paratype of parabolinella sp. undet.",6
"paratype of parachelifer superbus",6
"paratype of paraparatrechina illusio",6
"paratype of paraschmidtella perforata",6
"paratype of paratrechina antsingy",6
"paratype of penthestes carolinensis extimus, todd, w.e.clyde and sutton, g.m. 1936. proceedings of the biological society of washington, 49:70.",6
"paratype of pheidole angusticeps",6
"paratype of pheidole arietans",6
"paratype of pheidole binasifer",6
"paratype of pheidole cardiella",6
"paratype of pheidole dasypyx",6
"paratype of pheidole drepanon",6
"paratype of pheidole fowleri",6
"paratype of pheidole laudatana",6
"paratype of pheidole macracantha",6
"paratype of pheidole pepo",6
"paratype of pheidole perkinsi",6
"paratype of pheidole ruida",6
"paratype of pheidole scalaris",6
"paratype of pheidole vomer",6
"paratype of phelsuma antanosy",6
"paratype of phelsuma parkeri",6
"paratype of philonthus ferreipennis",6
"paratype of pholidechinus brauni",6
"paratype of phrynobatrachus liberiensis",6
"paratype of pierphulia rosea annamariea",6
"paratype of pimelodella hasemani",6
"paratype of pipunculus dubius",6
"paratype of plectreurys valens",6
"paratype of plectrohyla sagorum",6
"paratype of plethoschisma grandis n.gen,n.sp",6
"paratype of polychrus peruvianus",6
"paratype of polymita picta iolimbata",6
"paratype of polymita venusta var. testudinea",6
"paratype of polymita versicolor reticullella",6
"paratype of potamon griswoldi",6
"paratype of prionopelta talos",6
"paratype of prionopelta xerosilva",6
"paratype of prodentalium raymondi",6
"paratype of proechimys gorgonae",6
"paratype of proptychites strigatus",6
"paratype of prosphingites slossi",6
"paratype of prostemmiulus clarus",6
"paratype of pseudacris nigrita kalmi, harper, 1955, chicago acad. sci., nat hist. mics., 150:1",6
"paratype of pseudophryne brooksi",6
"paratype of pseudopsila perpolita",6
"paratype of rana areolata sevosa",6
"paratype of rana yavapaiensis",6
"paratype of rhinocricus hispaniolus",6
"paratype of sceloporus formosus scitulus",6
"paratype of sigibius puritanus",6
"paratype of sphaerodactylus beattyi seamani",6
"paratype of sphaerodactylus clenchi apocoptus, schwartz, 1983, bull. carn. mus. nat. hist. (22):28.",6
"paratype of sphaerodactylus copei astreptus, schwartz, 1975, herpetologica, 31:4",6
"paratype of sphaerodactylus difficilis peratus, schwartz, 1983, bull. carn. mus. nat. hist. (22):17",6
"paratype of sphaerodactylus fantasticus anidrotus",6
