organismScope,reps
This common moth has strongly scalloped wing borders. The forewings are pale gray to purplish gray with darker bands and a darker wing border.,11
This distinctive and robust littleer hawkmoth has grayish brown forewings with black lines. The sexes are similar. This moth is often mistaken for a hummingbird when seen hovering in front of flowers to feed on their nectar through its extended tongue.,9
"This distinctive and very butterfly like moth can be reconized by the yellowish white, diagonal bands on the brownish black forewings, although other forewing markings are variable. The hindwings are banded with white and have a series of square red spots on the wing.",1
"This is a perdominately grey moth with blackish brown and while lines and bands. The wing fringes are characteristically spotted with white and there are usually 6 pairs of orange-yellow, square spots along the body of the moth.",3
"This is a perdoominately gray moth with blackish brown and whitee lines and bands. The wng fringes are characteristically spotted awith white and there are usually six pairs of orange-yellow, square spots along the body of the moth.",1
"This is a predominantly  gray moth with blackish brown and white lines and bands. The wing fringesare characteristically spotted with white , and there are usually six pairs of orange-yellow, square spots along the body of the moth.",2
"This is a quite large and heavy moth with a wingspan of 50?60 mm. The forewings are quite variable from light brown to almost black. The darker individuals often have a pale streak along the costa. The hindwings are bright orange-yellow with a black sub-terminal band. As with other Noctua species (and numerous other insects), this contrast of bland-on-land and bright-in-flight is used to confuse potential predators. This species flies at night from July to September [1] and is attracted to light, sometimes in huge numbers.",12
"This is often regarded as the most spectacular and distinctive of all moths. Its colors made it popular with the Victorians, who used its wings to make jewelry. The hindwings have numerous short and slender tails.",2
"This is often regarded as the most spectacular and distinitive of all moths. It's colors made it popular with the Victorians, who used it wings to mke jewelry. The hindwings have nummerous short and slender tails.",1
"This large dark brown moth has sharply pointed forewings and square hindwings. The forewings each have a dark, comma-shapped marking, while its hindwings have large and irregular-shaped eyespots. Black witches have hairy bodies. Females have a pale, purplish pink band crossing their fore-and hindwings.",7
"This streamlined moth has well camouflaged forewings, with an intricate pattern of grey and greyish brown. The hindwings are also grey with black bands, but are strongly flushed with pink toward the base. The most distinctive feature of the pink-spotted hawk moth is a pattern of crossbars which are evident on the body.",4
Thozetella cristata Pirozynski & C.S. Hodges,1
Thozetella cubensis Castañeda & Arnold,3
Thozetella nivea (Berkeley & F. Mueller) O. Kuntze,1
Thysanophora canadensis Stolk & Hennebert,1
Thysanophora longispora Kendrick,1
Thysanophora penicillioides (Roumeguere) Kendrick,3
Thysanophora penicillioides (Roumeguère) Kendrick,4
Thysanophora taxi (R. Schneider) Stolk & Hennebert,1
Thysanopyxis ciliata (Albertini & Schweinitz) von Höhnel,1
Tilletiopsis albescens Gokhale,1
Tilletiopsis pallescens Gokhale,1
Tilletiopsis washingtonensis Nyland,1
Tinctoporellus epimiltinus (Berkeley & Broome) Ryvarden,10
Tolypocladium inflatum W. Gams,1
Tolypocladium nubicola Bissett,1
Torula caligans (Batista & Upadhyay) M.B. Ellis,1
Torula dematia Berkhout,1
Torula deospora (Batista & Upadhyay) de Hoog & Grinbergs,2
Torula herbarum (Persoon ex Fries) Link,1
Torula herbarum Link : Fries,10
Torula herbarum gr.,1
Torula ligniperda (Wilkomm) Saccardo,1
Torula mellis Fabian & Quinet,1
Torula thermophila Cooney & Emerson,2
Torulaspora delbrueckii (Lindner) Lindner,27
Torulaspora globosa (Klöcker) van der Walt & E. Johannsen,1
Torulaspora microellipsoides (Osterwalder) Van der Walt & Johannsen,2
Torulaspora pretoriensis (van der Walt & Tscheuschner) van der Walt & E. Johannsen,2
Trametes cingulata Berkeley,2
Trametes gibbosa (Persoon : Fries) Fries,3
Trametes hirsuta (Wulfen : Fries) Pilát,19
Trametes maxima (Montagne) David & Rajchenberg,22
Trametes membranacea (Swartz: Fries) Krreisel,1
Trametes mimetes (Wakefield) Ryvarden,2
Trametes socotrana Cooke,1
Trametes suaveolens (Linné) Fries,1
Trametes varians van der Byl,1
Trametes versicolor (Linnaeus : Fries) Pilát,20
Trametes zonatella Ryvarden,1
Trechispora alnicola (Bourdot & Galzin) Liberta,2
Trechispora cohaerens (Schweinitz) Jülich & Stalpers,2
Trematosphaeria fallax Mouton,1
Trematosphaeria pertusa (Persoon : Fries),1
Tremella aurantia Schweinitz : Fries,2
Tremella brasiliensis (Möller) Lloyd,1
Tremella cinnabarina (Montagne) Patouillard,1
Tremella coalescens Olive,1
Tremella encephala Persoon : Fries,1
Tremella foliacea (Persoon : S.F. Gray) Persoon,1
Tremella fuciformis Berkeley,1
Tremella globispora Reid,1
Tremella indecorata Retzius : Fries,1
Tremella mesenterica Retzius : Fries,3
Triadelphia stilboidea Mercado and Castañeda,1
Tricellula aquatica Webster,1
Tricellula aurantiaca (Haskins) von Arx,1
Tricellula curvata Haskins,2
Tricellula inaequalis van Beverwijk,1
Tricellula patens W. Gams,1
Trichaptum abietinum (Dickson : Fries) Ryvarden,2
Trichaptum byssogenum (Junghuhn) Ryvarden,6
Trichaptum durum (Junghuhn) Corner,1
Trichaptum fumoso-avellanum (Romell) Rajchenberg & Bianchinotti,2
Trichaptum fusco-violaceum (Fries) Ryvarden,2
Trichaptum perenne Y.C. Dai & H.S. Yuan,1
Trichaptum perrottetii (Léveillé) Ryvarden,4
Trichaptum sprucei (Berkeley) Rajchenberg & Bianchinotti,3
Tricharina striispora Rifai et al.,1
Trichocladium asperum Harz,12
Trichocladium lignicola I. Schmidt,1
Trichocladium opacum (Corda) Hughes,5
Trichocladium pyriforme M. Dixon,1
Trichocoma paradoxa Junghuhn,1
"Trichoderma afroharzianum P. Chaverri, F.B. Rocha & I. Druzhinina",2
Trichoderma asperellum G.J. Samuels et al.,2
Trichoderma atroviride Bissett,6
Trichoderma atroviride P. Karsten,1
Trichoderma aureoviride Rifai,10
Trichoderma bissettii Sandoval & Guarro,1
Trichoderma citrinoviride Bissett,7
Trichoderma deliquescens (Sopp) Jaklitsch,2
"Trichoderma erinaceum Bissett, C.P. Kubicek & Szakacs",2
Trichoderma ghanense Doi et al.,1
"Trichoderma ghanense Yoshimura Doi, Y. Abe & Sugiyama",1
Trichoderma hamatum (Bonorden) Bainier,15
Trichoderma harzianum Rifai,21
Trichoderma inhamatum Veerkamp & W. Gams,1
Trichoderma koningii Oudemans,12
"Trichoderma koningiopsis Samuels, C. Suárez & H.C. Evans",2
Trichoderma longibrachiatum Rifai,27
Trichoderma longibrachiatum gr.,2
Trichoderma ovalisporum Samuels & Schroers,1
Trichoderma paracemosum Bissett,1
"Trichoderma paraviridescens Jaklitsch, Samuels & Voglmayr",1
Trichoderma piluliferum J. Webster & Rifai,1
Trichoderma piluliferum Webster,1
Trichoderma polysporum (Link ex Fries) Rifai,5
Trichoderma polysporum (Link: Fries) Rifai,1
Trichoderma pseudokoningii Rifai,9
Trichoderma reesei E. Simmons,9
Trichoderma reesei Simmons,2
Trichoderma saturnisporum Hammill,7
Trichoderma sp.,4
Trichoderma spirale Bissett,2
Trichoderma stilbohypoxyli Samuels & Schroers,1
Trichoderma strictipilis Bissett,1
Trichoderma tomentosum Bissett,1
"Trichoderma virens (J.H. Miller, Giddens & Foster) von Arx",5
Trichoderma virens (Miller et al.) von Arx,16
"Trichoderma viridarium Jaklitsch, Samuels & Voglmayr",1
Trichoderma viride Persoon ex Fries,4
Trichoderma viridescens (A.S. Horne & H.S. Willey) Jaklitsch & Samuels,2
Trichoderma viridescens (A.S. Horne & H.S. Williamson) Jaklitsch & Samuels,1
Tricholoma fulvum (de Candolle : Fries) Saccardo,1
Tricholoma matsutake (Ito & Imai) Singer,1
Tricholoma saponaceum (Fries) Kummer,1
Tricholoma sejunctum (Sowerby : Fries) Quélet,1
"Trichomonascus ciferrii (M. Th. Smith, van der Walt & E. Johannsen) Kurtzman & Robnett",10
"Trichomonascus ciferrii (M.T. Smith, Van der Walt & Johannsen) Kurtzman & Robnett",17
Trichomonascus petasosporus Kurtzman,1
Trichonectria rectipila Samuels et al.,1
Trichophaea abundans (P. Karsten) Boudier,13
Trichophaea brunnea (Albertini & Schweinitz : Fries) L. Batra,1
Trichophaea minuta (Cain) Korf,1
Trichophyton ajelloi (Vanbreuseghem) Ajello,32
Trichophyton concentricum Blanchard,28
Trichophyton eboreum Brasch & Gräser,1
Trichophyton equinum (Matruchot & Dassonville) Gedoelst,13
Trichophyton equinum (Matruchot & Dassonville) Gedoelst var. equinum,1
Trichophyton erinacei (J.M.B. Smith & Marples) Padhye & Carmichael,8
Trichophyton eriotrephon Papegaay,1
Trichophyton gourvilii Catanei,3
Trichophyton interdigitale Priestley,247
Trichophyton krajdenii Kane et al.,1
Trichophyton kuryangei Vanbreuseghem & Rosenthal,14
Trichophyton mentagrophytes (Robin) Blanchard,92
Trichophyton mentagrophytes (Robin) Blanchard var. mentagrophytes,1
Trichophyton mentagrophytes var. batonrougei (Castellani) de Vries & Cormane,1
"Trichophyton onychocola Cmokova, Hubka, Skorepova & M. Kolařík",2
Trichophyton phaseoliforme Borelli & Feo,2
Trichophyton quinckeanum (Zopf) MacLeod & Muende,10
Trichophyton rubrum (A. Castellani) Sabouraud,289
Trichophyton schoenleinii (Lebert) Langeronet Milochevitch,15
Trichophyton soudanense Joyeux,29
Trichophyton terrestre Durie & Frey,12
Trichophyton tonsurans Malmsten,70
"Trichophyton vanbreuseghemii Rioux, Jarry & Juminer",1
Trichophyton verrucosum Bodin,18
Trichophyton violaceum Sabouraud,120
Trichophyton yaoundei Cochet & Doby-Dubois,3
Trichosporiella cerebriformis (de Vries & Kleine-Natrop) W. Gams,2
Trichosporiella flavificans (Nakase) de Hoog et al.,3
"Trichosporiella flavificans (Nakase) de Hoog, Rodr. Mir. & Oorschot",1
Trichosporiella ornithopoda van Oorschot & de Hoog,1
Trichosporiella paludigena (Golubev & Blagodatskaya) de Hoog & al.,1
Trichosporium macrosporum Arnaud,1
Trichosporium mantegazzae Pollacci,1
Trichosporium tingens Lagerberg & Melin,3
Trichosporon aquatile L.R. Hedrick & Dupont,1
Trichosporon asahii Akagi,4
"Trichosporon asahii S. Akagi ex T. Sugita, A. Nishikawa & T. Shinoda",2
Trichosporon asteroides (M. Rischin) M. Ota,1
Trichosporon brassicae T. Nakase,1
Trichosporon coremiiforme (M. Moore) E. Guého & M.T. Smith,2
"Trichosporon cutaneum (L. de Beurmann, H.Gougerot & Vaucher) M. Ota",4
"Trichosporon cutaneum (de Beurman, Gougerot & Vaucher) Ota sensu lato",1
"Trichosporon dermatis Sugita, Takashima, Nakase & Shinoda",11
"Trichosporon dermatis T. Sugita, M. Takashima, T. Nakase & T. Shinoda",2
"Trichosporon dohaense Taj-Aldeen, Meis & Boekhout sp. nov.",4
"Trichosporon domesticum T. Sugita, A. Nishikawa & T. Shinoda",1
Trichosporon dulcitum (C.M. Berkhout) A.C.M. Weijman,3
Trichosporon gracile (H. Weigmann & A. Wolff) E. Guého & M.T. Smith,1
Trichosporon inkin (O. Oho ex M. Ota) L. do Carmo-Sousa & N. van Uden,1
Trichosporon inkin (Oho ex Ota) do Carmo Sousa & van Uden,2
"Trichosporon insectorum A.M. Fuentefria, S.O. Suh, M.F. Landell, J. Faganello, A. Schrank, M.H. Vainstein, M. Blackwell & P. Valente",1
Trichosporon japonicum Sugita & Nakase,3
Trichosporon jirovecii Fragner,2
Trichosporon jirovecii Frágner,1
"Trichosporon lactis Lopandic, Sugita, Middelhoven, Herzberg & Prillinger",1
Trichosporon laibachii (S. Windisch) E. Guého & M.T. Smith,4
Trichosporon laibachii (Windisch) E. Guého & M.T. Smith,1
Trichosporon loubieri (J. Morenz) A.C.M. Weijman,2
Trichosporon montevideense (A. de Queiroz) E. Guého & M.T. Smith,3
Trichosporon mucoides E. Guého & M.T. Smith,2
Trichosporon mucoides Guého & M.T. Smith,2
Trichosporon ovoides Behrend,1
Trichosporon ovoides G. Behrend,4
"Trichosporon porosum (W. Stautz) W.J. Middelhoven, G. Scorzetti & J.W. Fell",2
Trichosporon pullulans (P. Lindner) H.A. Diddens & J. Lodder,4
"Trichosporon scarabaeorum W.J. Middelhoven, G. Scorzetti & J.W. Fell",1
Trichosporon sp.,58
"Trichosporon vadense W.J. Middelhoven, G. Scorzetti & J.W. Fell",1
"Trichosporon veenhuisii Middelhoven, Scorzetti & Fell",1
"Trichosporon veenhuisii W.J. Middelhoven, G. Scorzetti & J.W. Fell",1
Trichothecium roseum (Persoon : Fries) Link,22
Trichothecium roseum (Persoon ex Fries) Link,12
"Trichothecium sympodiale Summerbell, Seifert & Schroers",1
Trichurus dendrocephalus Udagawa et al.,1
Trichurus spiralis Hasselbring,9
Tricladium attenuatum Iqbal,1
Tricladium giganteum Iqbal,1
Tricladium indicum S.C. Sati & N. Tiwari,1
Tricladium splendens Ingold,4
Tricladium terrestre Park,1
Tridentaria implicans Drechsler,1
Trigonopsis cantarellii (van der Walt & van Kerken) Kurtzman & Robnett,1
Trigonopsis variabilis Schachner,1
"Trigonopsis vinaria (Y. Ohara, Nonomura & Yunome ex M.T. Smith) Kurtzman & Robnett",1
Trimmatostroma abietis Butin & Pehl,2
Trimmatostroma cordae N.D. Sharma & S.R. Singh,1
Trinosporium guianense Crous & Decock,1
Tripospermum myrti (Lind) S.J. Hughes,1
Tripospermum myrtii (Lind) Hughes,3
Triposporium magnusianum R.F. Castañeda et al.,1
Tritirachium egenum Beguin,1
Tritirachium oryzae (Vincens) de Hoog,6
Tropicoporus linteus (Berkeley & M.A. Curtis) L.W. Zhou & Y.C. Dai,2
Troposporella fumosa P. Karsten,4
Troposporella monospora (Kendrick) M.B. Ellis,2
Truncatella augusta (Persoon: Fries) S.J. Hughes,1
Truncospora detrita (Berkeley) Decock,11
Truncospora oboensis Decock,1
Truncospora ochroleuca (Berkeley) Pilát,2
Truncospora ochroleuca var. brevispora Corner,6
Truncospora ohiensis (Berkeley) Pilát,1
Tsuchiyaea wingfieldii (van der walt et al.) Yamada et al.,1
Tubaria furfuracea (Persoon : Fries) Gillet,1
Tubeufia cerea (Berkeley & Curtis) von Höhnel,2
Tubeufia clintonii (Peck) M.E. Barr,1
Tubeufia helicomyces von Höhnel,4
Tubulicium junci-acuti Boidin & Gaignon,1
Tulasnella violea (Quélet) Bourdot & Galzin,8
Tumularia aquatica (Ingold) Descals & Marvanová,1
Tylospora asterophora (Bonorden) Donk,1
Typhula placorrhiza Fries,1
Typhula setipes (Greville) Berthier,1
Tyrannosorus pinicola (Petrini & P.J. Fisher) Untereiner & Malloch,1
Tyromyces caesius (Schrader : Fries) Murr.,1
Tyromyces fissilis (Berkeley & M.A. Curtis) Donk,2
Tyromyces kmetii (Bresadola) Bondartzev & Singer,1
Tyromyces lacteus (Fries : Fries) Murrill,1
Tyromyces leucomallus (Berkeley & Curtis) Murrill,1
Tyromyces pelliculosus (Berkeley) Cunningham,4
Tyromyces stipticus (Persoon : Fries) Kotlába & Pouzar,1
Uberispora heteroseptata Castañeda et al.,1
Udeniomyces megalosporus (Nakase & Suzuki) Nakase & Takematsu,1
Udeniomyces pyricola (Stadelmann) Nakase & Takematsu,4
Ulocladium atrum Preuss,4
Ulocladium botrytis Preuss,5
Ulocladium chartarum (Preuss) Simmons,6
Ulocladium consortiale (von Thümen) E. Simmons,2
Ulocladium consortiale (von Thümen) Simmons,19
Ulocladium oudemansii E. Simmons,1
Ulocladium tuberculatum E. Simmons,3
Umbelopsis isabellina (Oudem.) W. Gams,1
Umbelopsis nana (Linnemann) von Arx,1
Umbelopsis ramanniana (Möller) W. Gams,2
Unicinocarpus reesii Sigler & Orr,1
Urnula craterium (Schweinitz : Fries) Fries,2
Ustilago maydis (de Candolle) Corda,1
Ustilago nuda (Jensen) Rostrup,1
Ustilago striiformis (Westendorp) Niessl,1
Uthatobasidium fusisporum (Schroeter) Donk,1
VERTEBRATS,707
Valsa ambiens (Persoon : Fries) Fries,3
Valsa ceratosperma (Tode) Maire,3
Valsa germanica Nitschke,2
Valsa malicola Z. Urban,2
Valsa salicina (Persoon : Fries) Fries,1
Valsa sordida Nitschke,4
Valsella diatrypa (Fries) Z. Urban,1
Valsella nigroannulata Fuckel,1
Vanderbylia ungulata Reid,1
Vanderbylia vicina (Lloyd) Reid,3
Vanderwaltozyma polyspora (Van der Walt) Kurtzman,5
Vanderwaltozyma yarrowii (Van der Walt) Kurtzman,2
Vararia abortiphysa Boidin & Lanquetin,4
Vararia ambigua Boidin et al.,1
Vararia amphithallica (Boidin et Lanquetin) Boidin et al.,11
Vararia athabascensis Gilbertson,3
Vararia aurantiaca Boidin & Lanquetin,1
Vararia breviphysa Boidin & Lanquetin,7
Vararia calami Boidin & Lanquetin,5
Vararia callichroa Boidin & al,4
Vararia cinnamomea Boidin et al.,12
Vararia cremea Boidin et al.,6
Vararia cremeoavellanea Pouzar,1
Vararia dussii Boidin & Lanquetin,12
Vararia gallica (Bourdot & Galzin) Boidin,5
Vararia gillesii Boidin & Lanquetin,4
Vararia gomezii Boidin & Lanquetin,7
Vararia gracilispora Boidin & Lanquetin,6
Vararia insolita Boidin & Lanquetin,5
Vararia intricata Boidin & Lanquetin,12
Vararia investiens (Schweinitz) Karsten,1
Vararia malaysiana Boidin & Lanquetin,5
Vararia mediospora Boidin et al.,5
Vararia mediospora var. makokouensis Boidin et al.,1
Vararia minidichophysa Boidin & Lanquetin,5
Vararia minispora Boidin & Lanquetin,7
Vararia ochroleuca (Bourdot & Galzin) G.H. Cunningham,2
Vararia parmastoi Boidin & Lanquetin,6
Vararia pectinata (Burt) D.P. Rogers & H.S. Jackson,2
Vararia perplexa Boidin et al.,4
Vararia pirispora Boidin et al.,2
Vararia rhombospora Boidin & Lanquetin,2
Vararia rosulenta Boidin et al.,2
Vararia rugosispora Boidin et al.,2
Vararia sigmatispora Boidin et al.,9
Vararia sphaericospora Gilbertson,4
Vararia trinidadensis Welden,2
Varicosporium elodeae Kegel,4
Vascellum pratense (Persoon : Persoon) Kreisel,1
Venturia hanliniana (Braun & Feiller) Untereiner,1
Venturia inaequalis (Cooke) Aderhold,2
Venturia inaequalis (Cooke) Winter emend Aderhold,2
Venturia mandshurica Morelet,1
Venturia nashicola Tanaka & Yamamoto,1
Venturia pirina (Brefeld) Aderhold,4
Vermiculariopsiella falcata Nawawi et al.,1
Vermiculariopsiella immersa (Desmazières) Bender,2
Vermiculariopsiella microsperma (von Höhnel) Castañeda & Kendrick,3
Veronaea botryosa Ciferri & A. Montemartini,2
Veronaea botryosa Ciferri & Montemartini,1
Vertebrats,7672
Verticicladiella abietina (Peck) Hughes,1
Verticicladiella brachiata Kendrick,1
Verticillium albo-atrum Reinke & Berthold,3
Verticillium biguttatum W. Gams,1
Verticillium candelabrum Bonorden,1
Verticillium chlamydosporium var. catenulatum (Kamyschko ex Barron & Onions) W. Gams,3
Verticillium dahliae Klebahn,2
Verticillium dahliae Klebahn race 1,1
Verticillium dahliae Klebahn race 2,1
Verticillium dahliae Klebahn var. dahliae,18
Verticillium dahliae f. chlamydosporale (Wollenweber) van Beyma,5
Verticillium insectorum (Petch) W. Gams,1
Verticillium lamellicola (F.E.W. Smith) W. Gams,5
Verticillium lecanii (Zimmermann) A.W. Viégas,10
Verticillium leptobactrum W. Gams,2
"Verticillium longisporum (C. Stark) Karapapa, Bainbridge & Heale",7
Verticillium nubilum Pethybridge,1
Verticillium psalliotae Treschow,5
Verticillium rexianum (Saccardo) Saccardo,1
Verticillium sacchari (G.L. Fawcett) Westerdijk,1
Verticillium serrae (Maffei) van Beyma,2
Verticillium theobromae (Turconi) Mason & S.J. Hughes,4
Verticillium tricorpus Isaac,2
Vesiculomyces citrinus (Persoon) Hagström,1
Virgaria nigra (Link : Fries) Nees,7
Virgatospora seifertii Castañeda et al.,1
Volutella ciliata (Albertini & Schweinitz : Fries) Fries,4
Volutella ciliata (Albertini & Schweinitz ex Fries) Fries,1
Volutella colletotrichoides Chilton,1
Volutella minima von Höhnel,3
Volutella roseola Cooke,2
Volutina concentrica Penzig & Saccardo,1
Volvariella esculenta (Massee) Singer,1
Volvariella volvacea (Bulliard : Fries) Singer,11
Vuilleminia alni Boidin et al.,6
Vuilleminia comedens (Nees : Fries) Maire,6
Vuilleminia coryli Boidin et al.,8
Vuilleminia cystidiata Parmasto,5
Vuilleminia macrospora (Bresadola) Hjortstam,1
Vuilleminia megalospora (Bresadola) Bourdot & Galzin,3
Vuilleminia pseudocystidiata Boidin et al.,5
Waitea circinata Warcup & Talbot,1
Wallemia sebi (Fries) von Arx,21
Wallrothiella subiculosa von Höhnel,1
