reproductiveCondition,reps
pregnant; 1 emb; emb male; emb MTS-95-54-19,1
pregnant; 1 emb; embryo male; C 70-9-18-13; FA-32.0,1
pregnant; 1 emb; embryo saved,1
pregnant; 1 emb; lactating,2
pregnant; 1 emb; mother of ROMM 20586,1
pregnant; 1 emb; mother of ROMM 42920,1
pregnant; 1 emb; mother of ROMM 60456,1
pregnant; 1 emb; mother of ROMM 77457,1
pregnant; 1 emb; mother of ROMM 85985,1
pregnant; 1 emb; parturition just before capture,1
pregnant; 1 emb;CR-13,1
pregnant; 1 young; CR-32,1
pregnant; 10 emb,13
pregnant; 10 emb 4L 6R,1
pregnant; 10 emb 5L 5R,1
pregnant; 10 emb 6L 4R,3
pregnant; 10 emb 7L 3R,1
pregnant; 10 emb; CR-19,1
pregnant; 10 emb; CR-2,1
pregnant; 10 emb; cr-25,1
pregnant; 10 emb; cr-30,1
pregnant; 11 emb,3
pregnant; 11 emb 4L 7R,1
pregnant; 11 emb 5L 6R,2
pregnant; 11 emb 6L 5R,3
pregnant; 11 emb 8L 3R,1
pregnant; 11 emb 9L 2R,1
pregnant; 12 emb 5L 7R,1
pregnant; 12 emb 6L 6R,1
pregnant; 12 emb 7L 5R,1
pregnant; 13 emb,1
pregnant; 13 emb 5L 8R,1
pregnant; 14 emb,3
pregnant; 14 emb 6L 8R,3
pregnant; 14 emb; CR-6,1
pregnant; 15 emb 10L 5R,2
pregnant; 15 emb 6L 9R,1
pregnant; 15 emb 7L 8R,1
pregnant; 15 emb 9L 6R,1
pregnant; 16 emb,1
pregnant; 16 emb 7L 9R,1
pregnant; 16 emb 9L 7R,1
pregnant; 17 emb 9L 8R,1
pregnant; 18 emb 10L 8R,1
pregnant; 2 axillary mammae enlarged.  Ebryo 12.1,1
pregnant; 2 blastocysts,1
pregnant; 2 emb,53
pregnant; 2 emb 1L 1R,3
"pregnant; 2 emb 1X13, 1X15",1
pregnant; 2 emb 1l 1r; cr-11,1
pregnant; 2 emb 1l 1r; cr-15,1
pregnant; 2 emb 1l 1r; cr-6,1
pregnant; 2 emb 2L,3
pregnant; 2 emb 2R,1
pregnant; 2 emb; 6 plac scar,1
pregnant; 2 emb; CR-10,8
pregnant; 2 emb; CR-11,3
pregnant; 2 emb; CR-11; 3 plac scar,1
pregnant; 2 emb; CR-12,12
pregnant; 2 emb; CR-13,4
pregnant; 2 emb; CR-14,5
pregnant; 2 emb; CR-15,4
pregnant; 2 emb; CR-16,1
pregnant; 2 emb; CR-17,3
pregnant; 2 emb; CR-17; 1 resorbed embryo,1
pregnant; 2 emb; CR-17; emb W-10,1
pregnant; 2 emb; CR-17; emb W-11,1
pregnant; 2 emb; CR-18,7
pregnant; 2 emb; CR-185,1
pregnant; 2 emb; CR-190,1
pregnant; 2 emb; CR-2,1
pregnant; 2 emb; CR-2.0; CR-1.5,1
pregnant; 2 emb; CR-20,2
pregnant; 2 emb; CR-20-21,1
pregnant; 2 emb; CR-21,3
pregnant; 2 emb; CR-22,3
pregnant; 2 emb; CR-23,4
"pregnant; 2 emb; CR-230; CR-220; mother of ROMM 64993, 64992",1
pregnant; 2 emb; CR-24,3
pregnant; 2 emb; CR-25,1
pregnant; 2 emb; CR-26; CR-21,1
pregnant; 2 emb; CR-27,1
pregnant; 2 emb; CR-28,1
pregnant; 2 emb; CR-29,1
pregnant; 2 emb; CR-3,1
pregnant; 2 emb; CR-30; 1 resorbed embryo,1
pregnant; 2 emb; CR-33,1
pregnant; 2 emb; CR-34; CR-39,1
pregnant; 2 emb; CR-35,1
pregnant; 2 emb; CR-36,2
pregnant; 2 emb; CR-37,1
pregnant; 2 emb; CR-39.5; CR-36,1
pregnant; 2 emb; CR-4,3
pregnant; 2 emb; CR-40,1
pregnant; 2 emb; CR-5,4
pregnant; 2 emb; CR-50,1
pregnant; 2 emb; CR-55,1
pregnant; 2 emb; CR-5; lactating,1
pregnant; 2 emb; CR-6,2
pregnant; 2 emb; CR-65,1
pregnant; 2 emb; CR-6; lactating,1
pregnant; 2 emb; CR-7,3
pregnant; 2 emb; CR-8,2
pregnant; 2 emb; CR-9,6
"pregnant; 2 emb; aborted; mother of ROMM 42745, 42746",1
pregnant; 2 emb; cr-11,3
pregnant; 2 emb; cr-12,4
pregnant; 2 emb; cr-13,3
pregnant; 2 emb; cr-14,2
pregnant; 2 emb; cr-15,2
pregnant; 2 emb; cr-16,3
pregnant; 2 emb; cr-17,1
pregnant; 2 emb; cr-18,2
pregnant; 2 emb; cr-20,4
pregnant; 2 emb; cr-22,1
pregnant; 2 emb; cr-24,2
pregnant; 2 emb; cr-25,3
pregnant; 2 emb; cr-27,1
pregnant; 2 emb; cr-3,1
pregnant; 2 emb; cr-35,1
pregnant; 2 emb; cr-36,1
pregnant; 2 emb; cr-45,1
pregnant; 2 emb; cr-5,2
pregnant; 2 emb; cr-55,1
pregnant; 2 emb; cr-55; cr-20,1
pregnant; 2 emb; cr-6,1
pregnant; 2 emb; cr-60,1
pregnant; 2 emb; cr-7,1
pregnant; 2 emb; cr-8,4
pregnant; 2 emb; cr-9,1
pregnant; 2 emb; lactating,1
pregnant; 2 emb; mother of ROMM 27469,1
pregnant; 2 embryoS; CR-24,1
pregnant; 2 swellings,2
pregnant; 20 emb 7L 13R,1
pregnant; 24 emb 12L 12R,1
pregnant; 24 emb 13L 11R,1
pregnant; 27 emb 10L 17R,1
pregnant; 3 blastocysts,3
pregnant; 3 emb,108
pregnant; 3 emb 1L 2R,2
pregnant; 3 emb 1L 2R; CR-10; 2 resorbed emb 2R,1
pregnant; 3 emb 1L 2R; CR-4; plac scar 2L 2R; mammary tissue present; not lactating,1
pregnant; 3 emb 2L 1R,6
pregnant; 3 emb 2L 1R; CR-3,1
pregnant; 3 emb 3L,4
pregnant; 3 emb 3R,1
pregnant; 3 emb; 4 plac scar,1
pregnant; 3 emb; CR-1,2
pregnant; 3 emb; CR-10,3
pregnant; 3 emb; CR-105,1
pregnant; 3 emb; CR-11,4
pregnant; 3 emb; CR-12,2
pregnant; 3 emb; CR-12; 1 resorbed emb,1
pregnant; 3 emb; CR-13,1
pregnant; 3 emb; CR-14,4
pregnant; 3 emb; CR-14; lactating,1
pregnant; 3 emb; CR-14; no visible milk tissue; non lactating,1
pregnant; 3 emb; CR-15,7
pregnant; 3 emb; CR-15; non lactating,1
pregnant; 3 emb; CR-16,2
pregnant; 3 emb; CR-17,3
pregnant; 3 emb; CR-18,3
pregnant; 3 emb; CR-2,4
pregnant; 3 emb; CR-20,5
pregnant; 3 emb; CR-200,1
pregnant; 3 emb; CR-21,1
pregnant; 3 emb; CR-21.4; CR-21.6; CR-23.5,1
pregnant; 3 emb; CR-22,4
pregnant; 3 emb; CR-23,3
pregnant; 3 emb; CR-23; emb W-15,1
pregnant; 3 emb; CR-25,5
pregnant; 3 emb; CR-26,3
pregnant; 3 emb; CR-28,2
pregnant; 3 emb; CR-28; lactating,1
pregnant; 3 emb; CR-3,2
pregnant; 3 emb; CR-30,1
pregnant; 3 emb; CR-32,1
pregnant; 3 emb; CR-35,1
pregnant; 3 emb; CR-39,1
pregnant; 3 emb; CR-4,6
pregnant; 3 emb; CR-40,1
pregnant; 3 emb; CR-43,1
pregnant; 3 emb; CR-45,1
pregnant; 3 emb; CR-5,3
pregnant; 3 emb; CR-50,2
pregnant; 3 emb; CR-6,4
pregnant; 3 emb; CR-65,1
pregnant; 3 emb; CR-7,9
pregnant; 3 emb; CR-7;,1
pregnant; 3 emb; CR-7; lactating,2
pregnant; 3 emb; CR-8,2
pregnant; 3 emb; CR-8 ; 3 plac scar,1
pregnant; 3 emb; CR-9,6
pregnant; 3 emb; CR-9 ?,1
pregnant; 3 emb; cr-10,3
pregnant; 3 emb; cr-11; lactating,1
pregnant; 3 emb; cr-13,2
pregnant; 3 emb; cr-15,1
pregnant; 3 emb; cr-18,1
pregnant; 3 emb; cr-20,1
pregnant; 3 emb; cr-21,2
pregnant; 3 emb; cr-22,1
pregnant; 3 emb; cr-23,1
pregnant; 3 emb; cr-27,2
pregnant; 3 emb; cr-28,2
pregnant; 3 emb; cr-3,2
pregnant; 3 emb; cr-30,1
pregnant; 3 emb; cr-4,1
pregnant; 3 emb; cr-5,1
pregnant; 3 emb; cr-53,1
pregnant; 3 emb; cr-55,1
pregnant; 3 emb; cr-6,2
pregnant; 3 emb; cr-65,1
pregnant; 3 emb; cr-7,3
pregnant; 3 emb; cr-70,2
pregnant; 3 emb; cr-8,2
pregnant; 3 emb; lactating,3
pregnant; 3 emb; mammary tissue present; lactating,1
pregnant; 3 embryos,1
pregnant; 3 swellings,2
pregnant; 4 emb,147
pregnant; 4 emb 1L 3R,3
pregnant; 4 emb 1l 3r; cr-5; mammary tissue present,1
pregnant; 4 emb 2L 2R,11
pregnant; 4 emb 2L 2R; 1 resorbed emb; CR-32; mammary tissue present,1
pregnant; 4 emb 2L 2R; CR-10,1
pregnant; 4 emb 2L 2R; CR-8,1
pregnant; 4 emb 3L 1R,9
pregnant; 4 emb 3L 1R; CR-28,1
pregnant; 4 emb 4L,2
pregnant; 4 emb 4R,3
pregnant; 4 emb 4R; 1 resorbed emb 1R; 5 plac scar,1
pregnant; 4 emb;  lactating,1
pregnant; 4 emb; 4 plac scar,1
pregnant; 4 emb; 6 plac scar; CR-3,1
pregnant; 4 emb; 6 plac scar; lactating,1
pregnant; 4 emb; CR-10,12
pregnant; 4 emb; CR-11,4
pregnant; 4 emb; CR-11; lactating,1
pregnant; 4 emb; CR-12,6
pregnant; 4 emb; CR-13,7
pregnant; 4 emb; CR-13 C,1
pregnant; 4 emb; CR-13; lactating,1
pregnant; 4 emb; CR-14,4
pregnant; 4 emb; CR-14; NON-lactating ?,1
pregnant; 4 emb; CR-15,7
pregnant; 4 emb; CR-15; 4 plac scar,1
pregnant; 4 emb; CR-15; lactating,1
pregnant; 4 emb; CR-16,4
pregnant; 4 emb; CR-17,7
pregnant; 4 emb; CR-17; 4 plac scar,1
pregnant; 4 emb; CR-18,4
pregnant; 4 emb; CR-19,2
pregnant; 4 emb; CR-2,2
pregnant; 4 emb; CR-20,11
pregnant; 4 emb; CR-21,3
pregnant; 4 emb; CR-21; CR-14; CR-14; CR-11; 2 plac scar,1
pregnant; 4 emb; CR-22,2
pregnant; 4 emb; CR-22; lactating,2
pregnant; 4 emb; CR-24,2
pregnant; 4 emb; CR-24; lactating,1
pregnant; 4 emb; CR-25,6
pregnant; 4 emb; CR-27,1
pregnant; 4 emb; CR-28,2
pregnant; 4 emb; CR-29,1
pregnant; 4 emb; CR-3,5
pregnant; 4 emb; CR-30,3
pregnant; 4 emb; CR-35,1
pregnant; 4 emb; CR-35; lactating,1
pregnant; 4 emb; CR-39,1
pregnant; 4 emb; CR-4,8
pregnant; 4 emb; CR-4; lactating,2
pregnant; 4 emb; CR-5,5
pregnant; 4 emb; CR-51-60,1
pregnant; 4 emb; CR-5; 1 resorbed emb,1
pregnant; 4 emb; CR-6,7
pregnant; 4 emb; CR-6.5,1
pregnant; 4 emb; CR-60,1
pregnant; 4 emb; CR-7,8
pregnant; 4 emb; CR-75,1
pregnant; 4 emb; CR-7; lactating,1
pregnant; 4 emb; CR-8,3
pregnant; 4 emb; CR-9,4
pregnant; 4 emb; CR-9.5,1
pregnant; 4 emb; CR<1,1
pregnant; 4 emb; OVULE SIZE 10X7,1
pregnant; 4 emb; cr-10,1
pregnant; 4 emb; cr-12,3
pregnant; 4 emb; cr-14,1
pregnant; 4 emb; cr-15,4
pregnant; 4 emb; cr-16,1
pregnant; 4 emb; cr-17,1
pregnant; 4 emb; cr-18,1
pregnant; 4 emb; cr-19,1
pregnant; 4 emb; cr-20,1
pregnant; 4 emb; cr-22,2
pregnant; 4 emb; cr-23,1
pregnant; 4 emb; cr-28,1
pregnant; 4 emb; cr-3,1
pregnant; 4 emb; cr-32,1
pregnant; 4 emb; cr-38,1
pregnant; 4 emb; cr-4,2
pregnant; 4 emb; cr-6,2
pregnant; 4 emb; cr-7,3
pregnant; 4 emb; cr-8,2
pregnant; 4 emb; lactating,3
pregnant; 4 embs; cr-5.5,1
pregnant; 4 female fetuses of 6.5 cm of carapace lenght,1
pregnant; 4 fetuses of 6.3 cm of carapace lenght,1
"pregnant; 4 fetuses, 9.5 cm carapace lenght",1
pregnant; 4 male fetuses 6 cm in carapace lenght,1
pregnant; 4 male fetuses 8.5 cm of carapace lenght,1
"pregnant; 4 male fetuses; 5.5 cm carapace lenght. One fetus partially descendent into the birth canal, amnion intact",1
pregnant; 4 plac scar,2
pregnant; 4 swellings,12
pregnant; 5 emb,224
pregnant; 5 emb 1L 4R,3
pregnant; 5 emb 1L 4R; CR-4; plac scar; mammary tissue present; not lactating,1
pregnant; 5 emb 1L 4R; CR-7,1
pregnant; 5 emb 2 L 3R;  CR-3,1
pregnant; 5 emb 2L 3R,1
pregnant; 5 emb 2L 3R; CR-12; plac scar 2L 4R; mammary tissue present; not lactating,1
pregnant; 5 emb 2L 3R; CR-17,1
pregnant; 5 emb 2L 3R; CR-21,1
pregnant; 5 emb 2L 3R; CR-25,1
pregnant; 5 emb 2L 3R; CR-25; mammary tissue present,1
pregnant; 5 emb 2L 3R; CR-6,1
pregnant; 5 emb 2L 3R; CR-8,2
pregnant; 5 emb 3L 2R,9
pregnant; 5 emb 3L 2R; CR-23,2
pregnant; 5 emb 3L 2R; CR-24; mammary tissue present; not lactating,1
pregnant; 5 emb 3L 2R; CR-5,1
pregnant; 5 emb 3L 2R; lactating,1
pregnant; 5 emb 4L 1R,6
pregnant; 5 emb 5L,2
pregnant; 5 emb 5R,1
pregnant; 5 emb ?,1
pregnant; 5 emb; CR-10,6
pregnant; 5 emb; CR-11,3
pregnant; 5 emb; CR-11; lactating,1
pregnant; 5 emb; CR-12,8
pregnant; 5 emb; CR-12-13,1
pregnant; 5 emb; CR-12; 1 resorbed embryo,1
pregnant; 5 emb; CR-12; plac scar,1
pregnant; 5 emb; CR-13,5
pregnant; 5 emb; CR-13.1,1
pregnant; 5 emb; CR-13; lactating,1
pregnant; 5 emb; CR-14,2
pregnant; 5 emb; CR-14; lactating,1
pregnant; 5 emb; CR-15,9
pregnant; 5 emb; CR-16,1
pregnant; 5 emb; CR-16; lactating,1
pregnant; 5 emb; CR-17,2
pregnant; 5 emb; CR-17; parous,1
pregnant; 5 emb; CR-18,4
pregnant; 5 emb; CR-19,2
pregnant; 5 emb; CR-19; 5 plac scar; lactating,1
pregnant; 5 emb; CR-19; lactating,1
pregnant; 5 emb; CR-2,5
pregnant; 5 emb; CR-2.5,1
pregnant; 5 emb; CR-2.5; 1 plac scar,1
pregnant; 5 emb; CR-20,2
pregnant; 5 emb; CR-20-25; parous,1
pregnant; 5 emb; CR-20.5,1
pregnant; 5 emb; CR-21,1
pregnant; 5 emb; CR-22,2
pregnant; 5 emb; CR-23,3
pregnant; 5 emb; CR-25,6
pregnant; 5 emb; CR-27,1
pregnant; 5 emb; CR-29,1
pregnant; 5 emb; CR-2; lactating,1
pregnant; 5 emb; CR-3,4
pregnant; 5 emb; CR-32,1
pregnant; 5 emb; CR-38,1
pregnant; 5 emb; CR-3; 5 plac scar,1
pregnant; 5 emb; CR-3; lactating,2
pregnant; 5 emb; CR-4,12
pregnant; 5 emb; CR-4.5,1
pregnant; 5 emb; CR-40,1
pregnant; 5 emb; CR-41; lactating,1
pregnant; 5 emb; CR-4; lactating,1
pregnant; 5 emb; CR-5,7
pregnant; 5 emb; CR-5 ?,1
pregnant; 5 emb; CR-5; 5 plac scar,2
pregnant; 5 emb; CR-5; 6 plac scar,1
pregnant; 5 emb; CR-6,9
pregnant; 5 emb; CR-6;,1
pregnant; 5 emb; CR-7,9
pregnant; 5 emb; CR-8,2
pregnant; 5 emb; CR-9,3
pregnant; 5 emb; cr-10,3
pregnant; 5 emb; cr-11,1
pregnant; 5 emb; cr-12,1
pregnant; 5 emb; cr-13,1
pregnant; 5 emb; cr-14,1
pregnant; 5 emb; cr-15,3
pregnant; 5 emb; cr-16,1
pregnant; 5 emb; cr-18,2
pregnant; 5 emb; cr-190,1
pregnant; 5 emb; cr-20,1
pregnant; 5 emb; cr-23,1
pregnant; 5 emb; cr-24,1
pregnant; 5 emb; cr-3,1
pregnant; 5 emb; cr-35,1
pregnant; 5 emb; cr-3; lactating,1
pregnant; 5 emb; cr-7,1
pregnant; 5 emb; cr-9,1
pregnant; 5 emb; emb diameter 3,1
pregnant; 5 emb; lactating,2
pregnant; 5 emb; protuberant nipples,1
pregnant; 5 embs,1
pregnant; 5 plac scar,1
pregnant; 5 swellings,15
pregnant; 5 swellings; 17 mm,1
pregnant; 6 emb,163
pregnant; 6 emb 1l 5 r; cr-13,1
pregnant; 6 emb 2L 4R,2
pregnant; 6 emb 2L 4R; CR-19,1
pregnant; 6 emb 2L 4R; CR-29; mammary tissue present; not lactating,1
pregnant; 6 emb 3L 3R,6
pregnant; 6 emb 3L 3R; CR-1; mammary tissue present,1
pregnant; 6 emb 3L 3R; CR-1; plac scar 6,1
pregnant; 6 emb 3L 3R; CR-3; mammary tissue present; not lactating,1
pregnant; 6 emb 3L 3R; CR-7,1
pregnant; 6 emb 4L 2R,3
pregnant; 6 emb 4L 2R; CR-10; mammary tissue present; not lactating,1
pregnant; 6 emb 4L 2R; CR-2,1
pregnant; 6 emb 4L 2R; CR-6,1
pregnant; 6 emb ?,1
"pregnant; 6 emb, CR-6",1
pregnant; 6 emb; 2 R emb; CR-10,1
pregnant; 6 emb; 2 R emb; CR-12.2,1
pregnant; 6 emb; CR-1.7,1
pregnant; 6 emb; CR-10,5
pregnant; 6 emb; CR-10; 4 plac scar,1
pregnant; 6 emb; CR-11,5
pregnant; 6 emb; CR-12,2
pregnant; 6 emb; CR-12; lactating,1
pregnant; 6 emb; CR-13,4
pregnant; 6 emb; CR-13.6,1
pregnant; 6 emb; CR-13; lactating,1
pregnant; 6 emb; CR-14,2
pregnant; 6 emb; CR-14-16,1
pregnant; 6 emb; CR-15,3
pregnant; 6 emb; CR-15 ?,1
pregnant; 6 emb; CR-15; CR-18,1
pregnant; 6 emb; CR-15; lactating,1
pregnant; 6 emb; CR-17,2
pregnant; 6 emb; CR-17; lactating,1
pregnant; 6 emb; CR-18,5
pregnant; 6 emb; CR-19,1
pregnant; 6 emb; CR-2,4
pregnant; 6 emb; CR-20,6
pregnant; 6 emb; CR-22,2
pregnant; 6 emb; CR-22-25,1
pregnant; 6 emb; CR-23,2
pregnant; 6 emb; CR-23; lactating,1
pregnant; 6 emb; CR-25,1
pregnant; 6 emb; CR-27,1
pregnant; 6 emb; CR-3,3
pregnant; 6 emb; CR-30,1
pregnant; 6 emb; CR-3; 5 plac scar,1
pregnant; 6 emb; CR-3; 6 plac scar,1
pregnant; 6 emb; CR-3; lactating,3
pregnant; 6 emb; CR-4,5
pregnant; 6 emb; CR-40,1
pregnant; 6 emb; CR-4; 5 plac scar,1
pregnant; 6 emb; CR-5,5
pregnant; 6 emb; CR-5; 6 plac scar,1
pregnant; 6 emb; CR-5; lactating,1
pregnant; 6 emb; CR-6,2
pregnant; 6 emb; CR-6; 6 plac scar,1
pregnant; 6 emb; CR-6; lactating,2
pregnant; 6 emb; CR-6; plac scar; lactating,1
pregnant; 6 emb; CR-7,5
pregnant; 6 emb; CR-70,1
pregnant; 6 emb; CR-8,4
pregnant; 6 emb; CR-8.5,1
pregnant; 6 emb; CR-8; lactating,1
pregnant; 6 emb; CR-9,5
pregnant; 6 emb; CR-9; CR-10,1
pregnant; 6 emb; CR-9; lactating,2
pregnant; 6 emb; cr-10,2
pregnant; 6 emb; cr-20,1
pregnant; 6 emb; cr-24,1
pregnant; 6 emb; cr-4,1
pregnant; 6 emb; cr-4; lactating,1
pregnant; 6 emb; cr-5; lactating,1
pregnant; 6 emb; cr-6,2
pregnant; 6 emb; cr-8,2
pregnant; 6 emb; emb-6X4,1
pregnant; 6 emb; lactating,1
pregnant; 6 emb; plac scar,1
pregnant; 6 emb; sexed as male in catalogue,1
pregnant; 6 plac scar,2
pregnant; 6 swellings,14
pregnant; 7 emb,83
pregnant; 7 emb 2L 5R,1
pregnant; 7 emb 3L 4R; CR-1; mammary tissue present,1
pregnant; 7 emb 4L 3R,2
pregnant; 7 emb 4L 3R; CR-10; mammary tissue absent; not lactating,1
pregnant; 7 emb 5L 2R,3
pregnant; 7 emb 6L 1R,2
pregnant; 7 emb 7L,1
"pregnant; 7 emb, ovary 5X4",1
pregnant; 7 emb; 6 plac scar,1
pregnant; 7 emb; 7 plac scar,1
pregnant; 7 emb; CR-1,2
pregnant; 7 emb; CR-10,4
pregnant; 7 emb; CR-11,2
pregnant; 7 emb; CR-11; 4 plac scar,1
pregnant; 7 emb; CR-12,1
pregnant; 7 emb; CR-14,3
pregnant; 7 emb; CR-15,6
pregnant; 7 emb; CR-16,1
pregnant; 7 emb; CR-16; lactating,1
pregnant; 7 emb; CR-17; lactating,1
pregnant; 7 emb; CR-18; lactating,1
pregnant; 7 emb; CR-2,4
pregnant; 7 emb; CR-20,1
pregnant; 7 emb; CR-20.5,1
pregnant; 7 emb; CR-22,1
pregnant; 7 emb; CR-25,1
pregnant; 7 emb; CR-28; lactating,1
pregnant; 7 emb; CR-3,1
pregnant; 7 emb; CR-3.5,1
pregnant; 7 emb; CR-30,1
pregnant; 7 emb; CR-35,1
pregnant; 7 emb; CR-3; lactating,1
pregnant; 7 emb; CR-4,2
pregnant; 7 emb; CR-40,1
pregnant; 7 emb; CR-4; 8 plac scar,1
pregnant; 7 emb; CR-5,7
pregnant; 7 emb; CR-6,3
pregnant; 7 emb; CR-65,1
pregnant; 7 emb; CR-6; 6 plac scar,1
pregnant; 7 emb; CR-6; lactating,1
pregnant; 7 emb; CR-7,5
pregnant; 7 emb; CR-8,3
pregnant; 7 emb; CR-9,2
pregnant; 7 emb; CR-9; lactating,1
pregnant; 7 emb; cr-10,1
pregnant; 7 emb; cr-19,1
pregnant; 7 emb; cr-22,2
pregnant; 7 emb; cr-3,3
pregnant; 7 emb; cr-4,1
pregnant; 7 emb; cr-5,1
pregnant; 7 emb; cr-6,1
pregnant; 7 emb; cr-7,1
pregnant; 7 emb; cr-8,1
pregnant; 7 emb; lactating,1
pregnant; 7 swellings,13
pregnant; 8 emb,45
pregnant; 8 emb 2L 6R,2
pregnant; 8 emb 3L 5 R; CR-15; mammary tissue present; not lactating,1
pregnant; 8 emb 3L 5 R; CR-26; mammary tissue present,1
pregnant; 8 emb 3L 5R; CR-2,1
pregnant; 8 emb 4L 4R,4
pregnant; 8 emb 5L 3R,6
pregnant; 8 emb 6L 2R,1
pregnant; 8 emb; 2 plac scar; lactating,1
pregnant; 8 emb; CR-10,1
pregnant; 8 emb; CR-10; lactating,1
pregnant; 8 emb; CR-11,1
pregnant; 8 emb; CR-15,1
pregnant; 8 emb; CR-19; lactating,1
pregnant; 8 emb; CR-20,1
pregnant; 8 emb; CR-20; lactating,1
pregnant; 8 emb; CR-26,1
pregnant; 8 emb; CR-28,1
pregnant; 8 emb; CR-3; lactating,1
pregnant; 8 emb; CR-4,1
pregnant; 8 emb; CR-5,2
pregnant; 8 emb; CR-7,1
pregnant; 8 emb; CR-8,1
pregnant; 8 emb; CR-9,2
pregnant; 8 emb; cr-10,1
pregnant; 8 emb; cr-17,1
pregnant; 8 emb; cr-18,1
pregnant; 8 emb; cr-2,1
pregnant; 8 emb; cr-3,1
pregnant; 8 emb; cr-5,2
pregnant; 8 swellings,1
pregnant; 8-9 plac scar,1
pregnant; 9 emb,14
pregnant; 9 emb 6L 3R,1
pregnant; 9 emb; CR-2,1
pregnant; 9 emb; CR-20,1
pregnant; 9 emb; CR-25,1
pregnant; 9 emb; CR-3; 8 plac scar,1
pregnant; 9 emb; CR-4,1
pregnant; 9 emb; CR-7,1
pregnant; 9 emb; cr-18,1
pregnant; 9 emb; cr-21,1
pregnant; 9 emb; cr-4,1
pregnant; 9 emb; cr-6,1
pregnant; 9 swellings,1
"pregnant; CARRYING young; mother of ROMM 56186, FN00737",1
pregnant; CR-10,2
pregnant; CR-12,1
pregnant; CR-13,1
pregnant; CR-13; 5 plac scar,1
pregnant; CR-14.4,1
pregnant; CR-14; 5 plac scar,1
pregnant; CR-15,1
pregnant; CR-19,1
pregnant; CR-20,1
pregnant; CR-22,1
pregnant; CR-24,1
pregnant; CR-4,2
pregnant; CR-5; 7 plac scar,1
pregnant; CR-6,1
pregnant; CR-77,1
pregnant; CR-9,1
pregnant; GAVE BIRTH IN BAG,1
pregnant; IN PROCESS OF ABORTING,1
pregnant; aborted,10
pregnant; aborted; mother of ROMM 56411,1
pregnant; early in pregnancy,3
pregnant; emb CR?-15,1
pregnant; emb CR?-9,1
pregnant; emb; CR-12,1
pregnant; emb; CR-13; 4 plac scar,1
pregnant; emb; CR-16,3
pregnant; emb; CR-17,1
pregnant; emb; CR-17; 5 plac scar,1
pregnant; emb; CR-18,1
pregnant; emb; CR-18; 6 plac scar,1
pregnant; emb; CR-19; plac scar,1
pregnant; emb; CR-1; 6 plac scar,1
pregnant; emb; CR-22,1
pregnant; emb; CR-3,2
pregnant; emb; CR-33.5,1
pregnant; emb; CR-3; 5 plac scar; lactating,1
pregnant; emb; CR-4,4
pregnant; emb; CR-5,3
pregnant; emb; CR-6; 5 plac scar,1
pregnant; emb; CR?-10,1
pregnant; emb; cr-8,1
pregnant; foetus JUST BORN; WT-2.4; CR-30,1
pregnant; foetus REMOVED- CN 51759 (VN47B),1
pregnant; foetus REMOVED-CN 51760 (VN48B),1
pregnant; foetus aborted,1
pregnant; lactating,12
pregnant; lactating ?; 5 emb,1
pregnant; lactating; 1 emb; CR-20,1
pregnant; lactating; 1 emb; CR-22,1
pregnant; lactating; 1 emb; CR-23,1
pregnant; lactating; 1 emb; CR-26,1
pregnant; lactating; 1 emb; CR-28,1
pregnant; lactating; 1 emb; CR-29,1
pregnant; lactating; 1 emb; CR-37; lactating; 4 plac scar,1
pregnant; lactating; 1 emb; CR-38,1
pregnant; lactating; 1 emb; CR-8,1
"pregnant; lactating; 1 emb; mother of ROMM 77354, REM6720",1
pregnant; lactating; 2 emb; CR-10,2
pregnant; lactating; 2 emb; CR-18,1
pregnant; lactating; 2 emb; CR-21,1
pregnant; lactating; 2 emb; CR-24,1
pregnant; lactating; 2 emb; CR-33,1
pregnant; lactating; 3 emb,1
"pregnant; lactating; 3 emb, CR-1",1
pregnant; lactating; 3 emb; CR-12,1
pregnant; lactating; 3 emb; CR-13,1
pregnant; lactating; 3 emb; CR-16,1
pregnant; lactating; 3 emb; CR-2,2
pregnant; lactating; 3 emb; CR-4,2
pregnant; lactating; 3 emb; CR-5,1
pregnant; lactating; 4 emb,1
pregnant; lactating; 4 emb; CR-10,1
pregnant; lactating; 4 emb; CR-11,1
pregnant; lactating; 4 emb; CR-20,1
pregnant; lactating; 4 emb; CR-23,1
pregnant; lactating; 4 emb; CR-5; plac scar,1
pregnant; lactating; 4 emb; CR-6,1
pregnant; lactating; 4 emb; CR-9,1
pregnant; lactating; 5 emb,2
"pregnant; lactating; 5 emb, CR-9",1
pregnant; lactating; 5 emb; CR-15,1
pregnant; lactating; 5 emb; CR-18,1
pregnant; lactating; 5 plac scar 2L 3R; mammary tissue present; not lactating,1
pregnant; lactating; 5 swellings,2
pregnant; lactating; 6 emb,3
pregnant; lactating; 6 emb 2L 4R; CR-10,1
"pregnant; lactating; 6 emb, CR-7",1
pregnant; lactating; 6 emb; CR-11,1
pregnant; lactating; 6 emb; CR-13,1
pregnant; lactating; 6 emb; CR-18; 4 plac scar,1
pregnant; lactating; 6 emb; CR-5,1
pregnant; lactating; 6 emb; CR-5; 4 plac scar,1
pregnant; lactating; 6 emb; plac scar,1
pregnant; lactating; 6 swellings,1
